doc_id,frames
1,Security Frame
2,Labor Rights Frame
3,Economic Impact and Social Justice
4,Immigration and Economic Engagement
5,Social Justice and Economic Impact
6,Minority Rights and Advocacy
7,Immigration and Social Dynamics
8,Workers' Rights and Social Justice
9,Political Advocacy and Legislation
10,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
11,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
12,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
13,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
14,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
15,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
16,Immigration Issues and Economic Dynamics
17,We were told that October would be the soonest.
18,Immigrant Rights and Advocacy
19,4. Conflict and Compliance
20,6. Civil Rights and Policy Advocacy
21,New Frame (Health and Smoking Policy)
22,New Frame (Marriage Equality and Civil Rights)
23,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
24,Immigration Issues and Advocacy
25,Justice and Social Equity
26,New Frame (Religious Leadership and Social Issues)
27,Judicial Rulings on Workers' Rights
28,Political and Social Advocacy
29,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
30,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
31,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
32,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
33,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
34,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
35,Health Policies and Economic Impact
36,Social Justice Advocacy
37,"New frame assigned to segment: ""Future Planning and Societal Progress"""
38,27. Civil Rights and Marriage Equality
39,Immigration and Social Justice
40,Marriage and Civil Rights
41,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
42,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
43,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
44,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
45,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
46,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
47,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
48,Health and Public Policy
49,Political Advocacy and Social Policy
50,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
51,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
52,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
53,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
54,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
55,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
56,"But 13 Democrats voted for it, including Sen. Tom Daschle, the party leader seeking re-election in conservative South Dakota."
57,Civil Rights and Justice
58,10. Political Advocacy and Legislation
59,26. Civil Rights and Marriage Equality
60,Workers' Rights and Immigration
61,We were told that October would be the soonest.
62,Marriage Equality and Civil Rights
63,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
64,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
65,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
66,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
67,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
68,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
69,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
70,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
71,"But 13 Democrats voted for it, including Sen. Tom Daschle, the party leader seeking re-election in conservative South Dakota."
72,"New frame assigned to segment: ""Environmental Advocacy and Public Health"""
73,"New frame assigned to segment: ""Reform Effectiveness and Social Impact"""
74,New Frame (Family Recognition and Social Inclusion)
