doc_id,frames
1,Security Frame
2,Justice frame
3,Labor Rights Frame
4,Conflict and Compliance
5,Evaluation of Social Issues
6,Legislative and Political Actions
7,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
8,Economic Impact and Optimism
9,Social Issues Evaluation
10,Legislative and Political Advocacy
11,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
12,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
13,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
14,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
15,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
16,Economic Impact of Regulations
17,Social Justice and Civil Rights
18,Economic Impact and Social Justice
19,Civil Rights and Policy Advocacy
20,Immigration and Economic Engagement
21,Political and Legislative Advocacy
22,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
23,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
24,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
25,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
26,Social Justice and Economic Impact
27,Immigration Issues and Family Dynamics
28,Health Policy and Tobacco Regulation
29,New frame: Reflection on Personal and Familial Economic Progress
30,"New frame assigned to segment: ""Health Awareness and Resilience"""
31,Minority Rights and Advocacy
32,Economic Impact and Justice
33,Immigration and Social Dynamics
34,Workers' Rights and Social Justice
35,Tobacco Policy and Public Health Advocacy
36,Immigration and Family Dynamics
37,Political Advocacy and Legislation
38,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
39,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
40,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
41,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
42,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
43,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
44,28. Tobacco Policy and Public Health Advocacy
45,She quit in 1997 after suffering coughing fits and other health problems.
46,"new frame assigned to segment: ""Analysis of Diverging Perspectives"""
47,30. Economic Impact and Policy Advocacy
48,4. Political maneuvering and influence of religious groups
49,12. Immigration and Family Separation
50,8. Social Issues Evaluation
51,7. Economic Impact and Optimism
52,Economic Impact and Policy Advocacy
53,25. Tobacco Policy and Public Health Advocacy
54,Reflection on Personal and Familial Economic Progress
55,"**New frame assigned to segment: ""Religious Perspective on Marriage and Sexuality""**"
56,6. Legislative and Political Actions
