doc_id,frames
1,Security Frame
2,Regulatory Compliance Frame
3,Immigration and Family Separation Frame
4,Economic Optimism Frame
5,Justice frame
6,Legislative Action Frame
7,Labor Rights Frame
8,Political maneuvering and influence of religious groups
9,Conflict and Compliance
10,**New Frame Assigned: Driving License Policies and Access Issues**
11,Regulatory Compliance and Public Policy
12,Evaluation of Social Issues
13,**New Frame Assigned: Cultural and Historical Significance of Tobacco Production**
14,8. Concern for Economic Impact Frame
15,Civil Rights Advocacy
16,Legislative and Political Actions
17,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
18,Economic Impact and Optimism
19,**New Frame Assigned: Tragedy and Personal Loss in Leadership**
20,**New Frame Assigned: Uncertainty in Understanding Job Seekers**
21,**New Frame Assigned: Passenger Rights and Airline Accountability**
22,**New Frame Assigned: Economic Impact of Manufacturing Locations**
23,Smoking Policy Advocacy and Regulation
24,Social Issues Evaluation
25,**New Frame Assigned: Experience of Asian-American Job Seekers**
26,**New Frame Assigned: Personal Health and Lifestyle Choices**
27,Civil Rights and Social Justice
28,Legislative Actions and Political Advocacy
29,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
30,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
31,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
32,**New Frame Assigned: Immigration Context and Economic Contributions**
33,**New Frame Assigned: Nontraditional Dynamics in Electoral Races**
34,**New Frame Assigned: Need for Accountability and Enforcement**
35,New Frame Assigned: Federalism and Constitutional Principles
36,12. Civil Rights and Justice
37,New Frame Assigned: Succession in Religious Leadership
38,New Frame Assigned: Worker Retirement Security and Pension Issues
39,**New Frame Assigned: Emotional Reaction to Policy Decisions**
40,Legislative and Political Advocacy
41,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
42,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
43,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
44,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
45,"html"" target="" Ehrlich Urges Legislature To Debate Gay Marriage (Post, Jan. 31)"
46,Immigration and Family Separation
47,Economic Impact of Regulations
48,Social Justice and Civil Rights
49,**New Frame Assigned: Community Involvement in Public Health Advocacy**
50,New Frame Assigned: Advocacy for Debt Forgiveness in Developing Nations
51,**New Frame Assigned: National Symbols and Identity**
52,Economic Impact and Social Justice
53,Civil Rights and Policy Advocacy
54,Immigration and Economic Engagement
55,**New Frame Assigned: Political Environment and Governance Issues**
56,**New Frame Assigned: The Battle Over Smoking Regulations and Public Health**
57,**New Frame Assigned: Legislative Approaches to Domestic Relationships**
